Ward,Searches,Searches_Got_Estimate,Searches_For_Quotes,Searches_Got_Quotes,Bookings,Completed_Trips,Search_To_Estimate_Rate,Estimate_To_Quote_Search_Rate,Quote_Acceptance_Rate,Quote_To_Booking_Rate,Cancelled_Bookings,Booking_Cancellation_Rate,Conversion_Rate,Drivers_Earnings,Average_Distance_Per_Trip_Km,Average_Fare_Per_Trip,Distance_Travelled_Km,Is_Bangalore_Total,Completion_Rate_From_Bookings,Fare_Per_Km,Earnings_Per_Completed_Trip,Distance_Per_Completed_Trip_Km,Booking_to_Search_Rate,Searches_Percentile,Bookings_Percentile,Completed_Trips_Percentile,Conversion_Rate_Percentile,Booking_Cancellation_Rate_Percentile,Average_Fare_Per_Trip_Percentile,Average_Distance_Per_Trip_Km_Percentile,Drivers_Earnings_Percentile,Demand_Quartile,Conversion_Quartile,Cancellation_Quartile
Basaveshwara Nagar,58527,57844,40053,36905,36131,27146,98.8,69.2,92.1,97.9,8976,24.8,46.4,3350801,7.74,132.38,194172,False,75.13215798068141,17.103359173126613,123.43627053709571,7.1528770352906506,61.73390059288876,15.573770491803279,18.442622950819672,21.311475409836063,100.0,0.819672131147541,58.606557377049185,67.41803278688525,20.081967213114755,Low,Very High,Low
Vidyamanyanagar,75939,75319,48394,40083,38827,26581,99.2,64.3,82.8,96.9,12238,31.5,35.0,4253108,8.98,151.45,255355,False,68.46009220387874,16.8652561247216,160.00556788683647,9.606673940032353,51.12919580189362,20.491803278688526,20.491803278688526,20.901639344262296,68.0327868852459,19.87704918032787,85.65573770491804,90.1639344262295,27.86885245901639,Low,High,Low
Peenya,91034,90256,62590,46109,45149,26421,99.2,69.3,73.7,97.9,18711,41.4,29.0,3543467,7.85,138.3,206158,False,58.51956853972402,17.61783439490446,134.115552023012,7.802808372128231,49.595755432036384,25.81967213114754,24.59016393442623,20.491803278688526,39.34426229508197,86.27049180327869,68.0327868852459,70.08196721311475,22.540983606557376,Moderate,Moderate,Very High
Chowdeswari Ward,90118,88903,60275,42773,41720,26194,98.7,67.8,71.0,97.5,15518,37.2,29.1,5313533,11.42,193.13,322290,False,62.785234899328856,16.91155866900175,202.8530579522028,12.303962739558678,46.29485785303713,25.40983606557377,21.721311475409834,20.081967213114755,39.75409836065574,64.13934426229508,100.0,100.0,36.47540983606557,Moderate,Moderate,High
Govindaraja Nagar,56479,55909,37517,34726,33936,25734,99.0,67.1,92.6,97.7,8195,24.1,45.6,3303480,6.92,122.15,192036,False,75.83097595473834,17.651734104046245,128.3702494754022,7.4623455350897645,60.08604968218276,14.754098360655737,17.21311475409836,19.672131147540984,99.59016393442623,0.4098360655737705,35.24590163934426,39.34426229508197,18.442622950819672,Low,Very High,Low
Maruthi Mandir ward,59573,59060,39759,36081,35073,25648,99.1,67.3,90.8,97.2,9417,26.9,43.0,3353990,7.65,133.05,194119,False,73.12747697659168,17.3921568627451,130.77004054897068,7.568582345601996,58.87398653752539,15.983606557377051,18.0327868852459,19.262295081967213,96.51639344262296,3.6885245901639343,60.65573770491803,64.75409836065575,20.491803278688526,Low,Very High,Low
Kamakshipalya,57410,56844,38391,35243,34658,25365,99.0,67.5,91.8,98.3,9284,26.8,44.2,3263544,6.98,124.77,189598,False,73.18656587223728,17.87535816618911,128.66327616794797,7.474788093830081,60.36927364570632,15.163934426229508,17.62295081967213,18.852459016393443,98.77049180327869,3.0737704918032787,40.16393442622951,41.59836065573771,17.62295081967213,Low,Very High,Low
Avalahalli,67045,66451,46911,38773,37890,24789,99.1,70.6,82.7,97.7,13090,34.5,37.0,3315008,7.5,132.55,189999,False,65.42359461599366,17.673333333333336,133.72899269837427,7.6646496429868085,56.51428145275561,18.0327868852459,19.262295081967213,18.442622950819672,76.63934426229508,43.85245901639344,59.01639344262295,60.245901639344254,19.262295081967213,Low,Very High,Moderate
Banashankari Temple ward,85840,85171,60417,42008,41326,24423,99.2,70.9,69.5,98.4,16888,40.9,28.4,2598862,5.61,103.27,141898,False,59.0983884237526,18.40819964349376,106.4104327887647,5.810015149654014,48.1430568499534,23.36065573770492,21.311475409836063,18.0327868852459,34.22131147540984,83.81147540983606,2.0491803278688523,1.639344262295082,15.163934426229508,Low,Moderate,Very High
Kadugodi,114762,113298,84957,40959,40210,24200,98.7,75.0,48.2,98.2,16001,39.8,21.1,4537344,8.91,155.22,267519,False,60.18403382243223,17.420875420875422,187.49355371900828,11.054504132231404,35.037730259145015,35.65573770491803,20.901639344262296,17.62295081967213,6.147540983606557,77.04918032786885,89.75409836065575,89.34426229508196,31.557377049180328,Moderate,Low,Very High
Bagalakunte,80540,80086,53963,37043,36470,23104,99.4,67.4,68.7,98.5,13344,36.6,28.7,3001387,6.12,112.39,173032,False,63.35069920482589,18.36437908496732,129.90767832409972,7.489265927977839,45.28184752917805,22.131147540983605,18.852459016393443,17.21311475409836,37.704918032786885,59.83606557377049,12.295081967213115,9.221311475409836,17.21311475409836,Low,Moderate,High
Hosahalli,55891,55379,38890,33599,32751,22777,99.1,70.2,86.4,97.5,9970,30.4,40.8,2891049,6.7,118.29,167216,False,69.54596806204391,17.655223880597017,126.9284365807613,7.341440927251174,58.59798536436993,14.344262295081966,15.983606557377051,16.80327868852459,90.57377049180327,15.573770491803279,25.40983606557377,31.557377049180328,16.80327868852459,Low,Very High,Low
Shankar Matt,53607,53055,36312,32452,31755,22594,99.0,68.4,89.4,97.9,9155,28.8,42.1,2747829,6.5,114.19,158582,False,71.15099984254448,17.567692307692308,121.61764185181907,7.0187660440825,59.23666685320947,13.524590163934427,15.163934426229508,16.39344262295082,95.49180327868852,9.221311475409836,16.80327868852459,22.540983606557376,15.983606557377051,Low,Very High,Low
Nelagadderanahalli,70269,69751,52684,33633,33005,20820,99.3,75.5,63.8,98.1,12173,36.9,29.6,2789659,7.24,125.97,162660,False,63.08135131040752,17.39917127071823,133.98938520653218,7.812680115273775,46.96950291024491,19.262295081967213,16.39344262295082,15.983606557377051,41.39344262295082,62.295081967213115,42.62295081967213,51.63934426229508,16.39344262295082,Low,Moderate,High
Dodda Bidarakallu,75747,75035,49346,34318,33515,20643,99.1,65.8,69.5,97.7,12864,38.4,27.3,3325375,8.39,144.62,198915,False,61.59331642548113,17.237187127532778,161.08971564210628,9.635954076442378,44.245976738352674,20.081967213114755,16.80327868852459,15.573770491803279,30.737704918032787,69.26229508196722,76.22950819672131,79.71311475409836,19.672131147540984,Low,Moderate,High
Vijayanagar,54745,54304,37527,30855,30132,20474,99.2,69.1,82.2,97.7,9645,32.0,37.4,2256693,5.67,102.67,126023,False,67.9476968007434,18.10758377425044,110.22237960339943,6.155270098661718,55.040642981094166,13.934426229508196,14.344262295081966,15.163934426229508,77.8688524590164,26.639344262295083,1.639344262295082,2.0491803278688523,12.704918032786885,Low,Very High,Moderate
Prakash Nagar,50760,50320,34779,29499,28934,19727,99.1,69.1,84.8,98.1,9197,31.8,38.9,2317255,6.67,117.97,131028,False,68.17930462431741,17.686656671664167,117.46616312667918,6.6420641760024335,57.00157604412923,12.704918032786885,13.524590163934427,14.754098360655737,83.60655737704919,23.565573770491806,23.770491803278688,29.918032786885245,13.524590163934427,Low,Very High,Low
Shakthi Ganapathi Nagar,45353,44976,30181,27389,26831,19527,99.2,67.1,90.8,98.0,7288,27.2,43.1,2448766,6.77,119.28,142028,False,72.77775707204354,17.61890694239291,125.4041071337123,7.273416295385876,59.160364253742856,10.245901639344263,12.704918032786885,14.344262295081966,97.3360655737705,4.508196721311475,27.459016393442624,34.01639344262295,14.344262295081966,Low,Very High,Low
Chandra Layout,50247,49912,34372,28748,28165,19187,99.3,68.9,83.6,98.0,8972,31.9,38.2,2456871,7.12,124.05,141833,False,68.123557606959,17.422752808988765,128.04873091155469,7.392140511804868,56.053097697374966,12.295081967213115,13.114754098360656,13.934426229508196,82.37704918032787,25.81967213114754,38.9344262295082,46.92622950819672,14.754098360655737,Low,Very High,Moderate
Herohalli,47952,47600,29755,26798,26192,18276,99.3,62.5,90.1,97.7,7916,30.2,38.1,2724334,9.7,162.35,162105,False,69.77703115455101,16.737113402061855,149.06620704749398,8.869829284307288,54.62128795462129,11.475409836065573,11.475409836065573,13.524590163934427,81.76229508196722,14.754098360655737,94.67213114754098,95.90163934426229,15.573770491803279,Low,Very High,Low
Agrahara Dasarahalli,43027,42536,27331,25002,24554,18053,98.9,64.3,91.5,98.2,6496,26.5,42.0,2401294,7.51,127.94,139769,False,73.52366213244278,17.03595206391478,133.01357115160914,7.742148119426134,57.06649313221931,9.426229508196721,9.836065573770492,13.114754098360656,94.4672131147541,2.459016393442623,46.72131147540984,60.65573770491803,13.934426229508196,Low,Very High,Low
Puneet Rajkumar,45863,45416,30747,26816,26265,18033,99.0,67.7,87.2,97.9,8224,31.3,39.3,2148483,6.3,112.2,123322,False,68.65790976584809,17.80952380952381,119.14174014307103,6.838684633727056,57.268386280880016,10.655737704918032,11.885245901639344,12.704918032786885,84.8360655737705,18.237704918032787,11.065573770491802,15.778688524590164,11.475409836065573,Low,Very High,Low
Nandini Layout,44061,43724,30100,26165,25692,17747,99.2,68.8,86.9,98.2,7935,30.9,40.3,2203322,7.98,136.49,127506,False,69.07597695780788,17.104010025062657,124.15180030427678,7.184650926917225,58.310070130046974,9.836065573770492,11.065573770491802,12.295081967213115,89.34426229508196,17.008196721311474,64.75409836065575,72.54098360655738,12.295081967213115,Low,Very High,Low
Binnipete,59606,59100,43772,30868,30446,17157,99.2,74.1,70.5,98.6,13280,43.6,28.8,2173390,6.03,109.08,124006,False,56.3522301780201,18.089552238805968,126.6765751588273,7.2277204639505745,51.07875046136295,16.39344262295082,14.754098360655737,11.885245901639344,38.52459016393443,91.59836065573771,4.918032786885246,6.557377049180328,11.885245901639344,Low,Moderate,Very High
Nagavara,68797,68313,48922,29950,29541,17006,99.3,71.6,61.2,98.6,12528,42.4,24.7,2128376,6.27,115.24,118358,False,57.56744863071663,18.379585326953748,125.15441608843938,6.959778901564154,42.93937235635275,18.852459016393443,13.934426229508196,11.475409836065573,21.721311475409834,90.57377049180327,18.852459016393443,14.139344262295081,10.655737704918032,Low,Low,Very High
Rajagopal Nagar,49249,48787,35227,25452,24943,16453,99.1,72.2,72.3,98.0,8483,34.0,33.4,2143115,6.57,116.78,124679,False,65.96239425891032,17.774733637747335,130.25679207439373,7.577888530966997,50.64671363885561,11.885245901639344,10.655737704918032,11.065573770491802,60.245901639344254,40.16393442622951,21.311475409836063,24.59016393442623,11.065573770491802,Low,High,Moderate
Ranadheera Kanteerava,46845,46412,30623,25551,24906,16164,99.1,66.0,83.4,97.5,8733,35.1,34.5,1933328,6.37,112.1,111080,False,64.90002409058059,17.59811616954474,119.6070279633754,6.872061370947785,53.16682676913225,11.065573770491802,10.245901639344263,10.655737704918032,64.95901639344262,49.795081967213115,10.245901639344263,18.647540983606557,9.836065573770492,Low,High,Moderate
Hongasandra,66045,65467,52043,27198,26768,15798,99.1,79.5,52.3,98.4,10964,41.0,23.9,2311899,7.83,141.91,131471,False,59.01823072325164,18.123882503192846,146.34124572730727,8.32200278516268,40.529941706412295,17.62295081967213,12.295081967213115,10.245901639344263,17.008196721311474,84.6311475409836,72.54098360655738,68.85245901639344,13.114754098360656,Low,Low,Very High
Cottonpete,67650,66994,50956,32826,32405,15118,99.0,76.1,64.4,98.7,17281,53.3,22.4,2035209,6.58,118.78,117399,False,46.65329424471532,18.051671732522795,134.6215769281651,7.765511311019976,47.900960827790094,18.442622950819672,15.573770491803279,9.836065573770492,9.631147540983607,98.77049180327869,26.229508196721312,25.40983606557377,10.245901639344263,Low,Low,Very High
Dayananda Nagar,35860,35491,25987,20503,20224,13486,99.0,73.2,78.9,98.6,6736,33.3,37.6,1487424,5.72,103.47,83810,False,66.68314873417721,18.08916083916084,110.2939344505413,6.214592911167136,56.39709983268265,8.19672131147541,8.19672131147541,9.426229508196721,78.48360655737704,34.83606557377049,2.459016393442623,2.459016393442623,8.19672131147541,Low,Very High,Moderate
Mudalapalya,34182,33913,21506,19335,18953,12984,99.2,63.4,89.9,98.0,5964,31.5,38.0,1622413,5.85,105.07,93384,False,68.5063050704374,17.96068376068376,124.95479051139864,7.1922365988909425,55.447311450471005,6.967213114754098,7.786885245901639,9.01639344262295,80.73770491803278,19.87704918032787,2.8688524590163933,4.098360655737705,9.01639344262295,Low,Very High,Low
Nayandahalli,41688,41360,27115,20901,20511,12926,99.2,65.6,77.1,98.1,7576,36.9,31.0,1826005,9.05,160.09,105622,False,63.01984301106723,17.689502762430937,141.2660529166022,8.171282686059106,49.20120898100173,9.01639344262295,8.60655737704918,8.60655737704918,46.51639344262295,62.295081967213115,93.44262295081968,93.44262295081968,9.426229508196721,Low,Moderate,High
Venkateshpura,53359,53147,41072,23750,23529,12897,99.6,77.3,57.8,99.1,10623,45.1,24.2,1453487,6.19,112.54,79501,False,54.813209231161544,18.180936995153473,112.69962006668217,6.16430177560673,44.09565396652861,13.114754098360656,9.426229508196721,8.19672131147541,18.0327868852459,95.28688524590164,12.704918032786885,11.270491803278688,7.377049180327869,Low,Low,Very High
Azad Nagar,39763,39483,28953,21302,20954,12675,99.3,73.3,73.6,98.4,8270,39.5,31.9,1532784,7.01,125.33,87562,False,60.48964398205593,17.878744650499286,120.92970414201183,6.908244575936884,52.69723109423333,8.60655737704918,9.01639344262295,7.786885245901639,50.409836065573764,76.02459016393442,41.80327868852459,43.44262295081967,8.60655737704918,Low,Moderate,Very High
Jai Maruthinagara,33022,32752,22329,19042,18500,12151,99.2,68.2,85.3,97.2,6338,34.3,36.8,1397378,5.52,100.04,79844,False,65.68108108108109,18.123188405797105,115.00106987079253,6.570981812196527,56.02325722245776,5.737704918032787,7.377049180327869,7.377049180327869,75.40983606557377,42.41803278688525,1.2295081967213115,1.2295081967213115,6.557377049180328,Low,Very High,Moderate
Sunkadakatte,34069,33799,21816,18322,17930,11471,99.2,64.5,84.0,97.9,6451,36.0,33.7,1485675,7.0,138.03,85935,False,63.976575571667595,19.71857142857143,129.5157353325778,7.491500305117253,52.628489242419796,6.557377049180328,6.967213114754098,6.967213114754098,62.5,55.942622950819676,67.62295081967213,42.62295081967213,7.786885245901639,Low,High,High
Mallasandra,35455,35213,25485,17802,17359,11329,99.3,72.4,69.8,97.5,6028,34.7,31.9,1398636,6.89,121.69,80245,False,65.26297597787891,17.661828737300436,123.45626268867508,7.08314943949157,48.960654350585244,7.786885245901639,6.557377049180328,6.557377049180328,50.409836065573764,45.90163934426229,34.42622950819672,38.72950819672131,6.967213114754098,Low,Moderate,Moderate
Veera Sindhura Lakshamana,33045,32761,21258,17405,17019,11116,99.1,64.9,81.9,97.8,5900,34.7,33.6,1359938,6.11,109.98,78414,False,65.31523591280333,18.0,122.34059014033825,7.054156171284634,51.50249659555152,6.147540983606557,6.147540983606557,6.147540983606557,61.47540983606557,45.90163934426229,6.147540983606557,8.401639344262295,6.147540983606557,Low,High,Moderate
Kaveripura,28034,27744,18644,15486,15239,9824,99.0,67.2,83.1,98.4,5412,35.5,35.0,1313810,7.12,123.67,76749,False,64.46617232101845,17.36938202247191,133.7347312703583,7.812398208469055,54.35899265177998,4.098360655737705,5.327868852459016,5.737704918032787,68.0327868852459,52.66393442622951,38.114754098360656,46.92622950819672,5.737704918032787,Low,High,High
Hegganahalli,29838,29557,19390,15783,15383,9628,99.1,65.6,81.4,97.5,5750,37.4,32.3,1261951,8.58,149.67,73342,False,62.588571800039006,17.444055944055943,131.0709389281263,7.617573743248857,51.55506401233326,5.327868852459016,5.737704918032787,5.327868852459016,53.68852459016394,65.77868852459017,83.60655737704919,84.8360655737705,5.327868852459016,Low,High,High
Vrisabhavathi Nagar,27199,26940,17322,14909,14631,9475,99.1,64.3,86.1,98.1,5149,35.2,34.8,1145896,6.27,110.72,65907,False,64.75975668101975,17.658692185007975,120.93889182058048,6.955883905013192,53.7924188389279,3.6885245901639343,4.508196721311475,4.918032786885246,65.98360655737704,50.81967213114754,6.967213114754098,14.139344262295081,4.918032786885246,Low,High,High
Rajeshwari Nagar,28779,28581,18659,14870,14391,9020,99.3,65.3,79.7,96.8,5365,37.3,31.3,1082889,6.25,112.0,62331,False,62.67806267806267,17.92,120.05421286031041,6.910310421286031,50.0052121338476,4.918032786885246,4.098360655737705,4.508196721311475,48.36065573770492,64.95901639344262,9.426229508196721,12.704918032786885,4.508196721311475,Low,Moderate,High
Muneshwara Nagar,34615,34416,25294,15178,15016,8025,99.4,73.5,60.0,98.9,6985,46.5,23.2,967405,6.62,122.02,53837,False,53.44299413958444,18.432024169184288,120.54890965732088,6.708660436137071,43.38003755597285,7.377049180327869,4.918032786885246,4.098360655737705,14.754098360655737,95.90163934426229,34.83606557377049,26.84426229508197,4.098360655737705,Low,Low,Very High
Jagajivanaram Nagar,26740,26526,19388,13672,13471,6957,99.2,73.1,70.5,98.5,6512,48.3,26.0,932470,9.07,155.48,53891,False,51.64427288248831,17.142227122381477,134.03334770734511,7.7462986919649275,50.377711293941665,3.278688524590164,3.6885245901639343,3.6885245901639343,27.459016393442624,97.95081967213115,90.1639344262295,93.85245901639344,3.6885245901639343,Low,Moderate,Very High
Lakshmi Devi Nagar,19623,19467,12660,10597,10356,6580,99.2,65.0,83.7,97.7,3774,36.4,33.5,784021,7.66,133.48,44959,False,63.53804557744303,17.425587467362924,119.15212765957448,6.832674772036474,52.774805075676504,2.0491803278688523,2.459016393442623,3.278688524590164,61.065573770491795,58.40163934426229,61.065573770491795,65.57377049180327,2.459016393442623,Low,High,High
S K Garden,28317,28182,21614,11877,11800,6492,99.5,76.7,54.9,99.4,5305,45.0,22.9,817438,7.25,132.63,45511,False,55.016949152542374,18.293793103448277,125.91466420209488,7.010320394331485,41.6710809760921,4.508196721311475,3.278688524590164,2.8688524590163933,13.319672131147541,94.67213114754098,59.63114754098361,52.459016393442624,3.278688524590164,Low,Low,Very High
Chalavadipalya,23758,23618,17271,11491,11350,6328,99.4,73.1,66.5,98.8,5013,44.2,26.6,814489,6.59,121.66,46499,False,55.753303964757706,18.461305007587253,128.71191529709228,7.3481352718078385,47.77338159777759,2.8688524590163933,2.8688524590163933,2.459016393442623,28.278688524590162,93.85245901639344,33.60655737704918,26.229508196721312,2.8688524590163933,Low,Moderate,Very High
Padarayanapura,20946,20772,14648,10189,9934,5098,99.2,70.5,69.6,97.5,4830,48.6,24.3,711850,8.93,157.83,40182,False,51.31870344272197,17.674132138857786,139.63318948607298,7.8819144762652025,47.426716318151435,2.459016393442623,2.0491803278688523,2.0491803278688523,18.442622950819672,98.36065573770492,91.39344262295081,89.75409836065575,2.0491803278688523,Low,Low,Very High
Bapuji Nagar,18887,18768,12466,9740,9629,5074,99.4,66.4,78.1,98.9,4552,47.3,26.9,634454,6.99,128.51,36059,False,52.694983902793645,18.38483547925608,125.04020496649586,7.106621994481671,50.982157039233336,1.639344262295082,1.639344262295082,1.639344262295082,29.508196721311474,97.54098360655738,48.36065573770492,42.21311475409836,1.639344262295082,Low,Moderate,Very High
Kempapura Agrahara,16628,16463,11059,8049,7934,4452,99.0,67.2,72.8,98.6,3479,43.9,26.8,520021,6.26,112.07,29348,False,56.11293168641291,17.902555910543132,116.80615453728662,6.592093441150045,47.714698099591054,0.819672131147541,0.819672131147541,1.2295081967213115,29.098360655737704,92.62295081967213,9.836065573770492,13.319672131147541,1.2295081967213115,Low,Moderate,Very High
Devaraj Urs Nagar,17831,17746,12387,8865,8724,4040,99.5,69.8,71.6,98.4,4683,53.7,22.7,507415,5.45,97.72,28547,False,46.30903255387437,17.930275229357797,125.59777227722772,7.066089108910891,48.92602770455948,1.2295081967213115,1.2295081967213115,0.819672131147541,11.885245901639344,99.18032786885246,0.819672131147541,0.819672131147541,0.819672131147541,Low,Low,Very High
Devara Jeevanahalli,9611,9548,7245,3770,3730,1407,99.3,75.9,52.0,98.9,2323,62.3,14.6,190579,5.9,114.0,10687,False,37.72117962466488,19.322033898305083,135.45060412224592,7.5955934612651035,38.809697221933206,0.4098360655737705,0.4098360655737705,0.4098360655737705,0.4098360655737705,100.0,15.573770491803279,5.327868852459016,0.4098360655737705,Low,Low,Very High
